"id","Cal. R (610nm)","Cal. S (680nm)","Cal. T (730nm)","Cal. U (760nm)","Cal. V (810nm)","Cal. W (860nm)","Cal. G (560nm)","Cal. H (585nm)","Cal. I (645nm)","Cal. J (705nm)","Cal. K (900nm)","Cal. L (940nm)","Cal. A (410nm)","Cal. B (435nm)","Cal. C (460nm)","Cal. D (485nm)","Cal. E (510nm)","Cal. F (535nm)","label"
38,7.3,23.4,58.4,10,4.2,9.7,3,2.8,8.4,11.3,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
38,7.3,23.4,59.6,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"21210"
38,7.3,24.5,60.7,11,4.2,9.7,3,3.3,9.5,11.7,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"sadio"
38,8.7,23.4,60.7,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,4.2,"21201"
38,8.7,24.5,60.7,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
38,8.7,24.5,61.8,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
38,8.7,25.6,65.3,11,4.2,9.7,3,2.8,8.4,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
38,11.7,37.3,80.2,14.9,6.2,13.3,5,4.7,13.5,16.9,6.4,3.7,1.9,2.9,6.3,4.7,6.4,7,"giberela"
39,7.3,22.4,51.5,10,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,2.8,3.2,3.5,"21202"
39,7.3,22.4,57.3,10,4.2,9.7,3,2.8,7.6,10.5,4.7,2.7,1,1.9,3.6,1.9,4,4.2,"21198"
39,7.3,22.4,59.6,11,4.2,9.7,2.5,2.3,7.2,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
39,7.3,23.4,57.3,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
39,7.3,23.4,58.4,10,4.2,9.7,3,2.8,8.4,11.3,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
39,7.3,24.5,60.7,11,4.2,9.7,3,3.3,9.5,11.7,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"sadio"
39,8.7,23.4,59.6,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21210"
39,8.7,23.4,60.7,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,4.2,"21201"
39,8.7,24.5,60.7,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
39,8.7,24.5,61.8,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
39,8.7,26.6,64.1,11,4.2,9.7,3,2.8,8.4,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
39,11.7,37.3,80.2,14.9,6.2,13.3,5,4.7,13.5,16.9,6.4,3.7,1.9,2.9,6.3,4.7,6.4,7,"giberela"
40,7.3,22.4,52.7,10,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,2.8,3.2,3.5,"21202"
40,7.3,22.4,57.3,10,4.2,9.7,3,2.8,7.6,10.5,4.7,2.7,1,1.9,3.6,2.8,4,4.2,"21198"
40,7.3,22.4,60.7,11,4.2,9.7,2.5,2.3,7.2,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
40,7.3,23.4,57.3,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
40,7.3,24.5,60.7,11,4.2,9.7,3,3.3,9.5,11.7,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"sadio"
40,8.7,23.4,58.4,10,4.2,9.7,3,2.8,8.4,11.3,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
40,8.7,23.4,59.6,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21210"
40,8.7,23.4,60.7,11,4.2,9.7,3,2.8,8,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,4.2,"21201"
40,8.7,24.5,61.8,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
40,8.7,24.5,61.8,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
40,8.7,26.6,64.1,11,4.2,9.7,3,2.8,8.4,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
40,11.7,37.3,81.3,14.9,6.2,13.3,5,4.7,13.5,16.9,6.4,3.7,1.9,2.9,6.3,4.7,6.4,7,"giberela"
41,7.3,22.4,52.7,10,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
41,7.3,22.4,57.3,10,4.2,9.7,3,2.8,7.6,10.5,4.7,2.7,1,1.9,3.6,2.8,4,4.2,"21198"
41,7.3,22.4,60.7,11,4.2,9.7,2.5,2.8,7.6,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
41,7.3,23.4,57.3,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
41,7.3,24.5,59.6,11,4.2,9.7,3,3.3,9.1,11.7,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"sadio"
41,8.7,23.4,58.4,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"21210"
41,8.7,23.4,59.6,10,4.2,9.7,3,2.8,8.7,11.3,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
41,8.7,23.4,61.8,11,4.2,9.7,3,2.8,8,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,4.2,"21201"
41,8.7,24.5,61.8,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
41,8.7,24.5,63,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
41,8.7,26.6,61.8,11,4.2,9.7,3,2.8,8.4,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
41,11.7,37.3,81.3,14.9,6.2,13.3,5,4.7,13.5,16.5,6.4,3.7,1.9,2.9,6.3,4.7,6.4,7,"giberela"
42,7.3,22.4,53.8,10,4.2,9.7,3,2.8,8.4,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
42,7.3,22.4,57.3,10,4.2,9.7,3,2.8,7.6,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21198"
42,7.3,22.4,61.8,11,4.2,9.7,2.5,2.8,7.6,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
42,7.3,23.4,57.3,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
42,7.3,24.5,59.6,11,4.2,9.7,3,3.3,9.1,11.7,5.3,2.7,1,1.9,3.6,2.8,4,3.5,"sadio"
42,8.7,23.4,58.4,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"21210"
42,8.7,23.4,59.6,10,4.2,9.7,2.5,2.8,8.7,11.3,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
42,8.7,23.4,61.8,11,4.2,9.7,3,2.8,8,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,4.2,"21201"
42,8.7,24.5,61.8,11,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
42,8.7,24.5,63,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
42,8.7,26.6,61.8,11,4.2,9.7,3,2.8,8.7,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
42,11.7,37.3,82.5,14.9,6.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,6.3,4.7,6.4,7,"giberela"
43,7.3,22.4,53.8,10,4.2,9.7,3,2.8,8.4,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
43,7.3,22.4,57.3,10,4.2,9.7,3,2.8,7.6,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21198"
43,7.3,22.4,61.8,11,4.2,9.7,2.5,2.8,7.6,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
43,7.3,23.4,57.3,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
43,7.3,23.4,58.4,11,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"21210"
43,7.3,24.5,58.4,11,4.2,9.7,3,3.3,8.7,11.7,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
43,8.7,23.4,59.6,10,4.2,9.7,2.5,2.8,8.7,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
43,8.7,23.4,61.8,11,4.2,9.7,3,2.8,8,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,4.2,"21201"
43,8.7,24.5,60.7,11,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
43,8.7,24.5,63,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
43,8.7,26.6,61.8,11,4.2,9.7,3,2.8,8.7,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
43,11.7,37.3,81.3,14.9,6.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
44,7.3,21.3,57.3,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,3.6,2.8,4,4.2,"21198"
44,7.3,22.4,53.8,10,4.2,9.7,3,2.8,8.4,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
44,7.3,22.4,61.8,11,4.2,9.7,2.5,2.8,7.6,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
44,7.3,23.4,57.3,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
44,7.3,23.4,57.3,10,4.2,9.7,3,3.3,8.7,11.7,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
44,7.3,23.4,58.4,11,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"21210"
44,8.7,23.4,59.6,10,4.2,9.7,2.5,2.8,8.7,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
44,8.7,23.4,61.8,11,4.2,9.7,3,2.8,8,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,4.2,"21201"
44,8.7,24.5,60.7,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
44,8.7,24.5,63,11,4.2,9.7,3,2.8,8,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
44,8.7,26.6,60.7,11,4.2,9.7,3,2.8,8.7,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
44,11.7,37.3,80.2,14.9,5.2,12.1,5,4.7,13.5,16.5,6.4,3.7,1.9,2.9,6.3,4.7,6.4,6.3,"giberela"
45,7.3,21.3,56.1,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,3.6,2.8,4,4.2,"21198"
45,7.3,22.4,53.8,10,4.2,9.7,3,2.8,8.4,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
45,7.3,22.4,61.8,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
45,7.3,23.4,55,10,4.2,9.7,3,3.3,8.7,11.3,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
45,7.3,23.4,57.3,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
45,7.3,23.4,57.3,10,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,4,4.2,"21210"
45,8.7,23.4,58.4,10,4.2,9.7,3,2.8,8.7,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
45,8.7,23.4,61.8,11,4.2,9.7,3,2.8,8,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,4.2,"21201"
45,8.7,24.5,59.6,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
45,8.7,24.5,63,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
45,8.7,26.6,60.7,11,4.2,9.7,3,2.8,8.7,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
45,11.7,36.2,80.2,13.9,5.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
46,7.3,21.3,56.1,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,3.6,2.8,4,4.2,"21198"
46,7.3,22.4,53.8,10,4.2,9.7,3,2.8,8,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
46,7.3,22.4,61.8,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
46,7.3,23.4,55,10,4.2,9.7,3,3.3,8.7,11.3,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
46,7.3,23.4,56.1,10,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,3.2,4.2,"21210"
46,7.3,23.4,57.3,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
46,8.7,23.4,57.3,10,4.2,9.7,3,2.8,8.7,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
46,8.7,23.4,57.3,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
46,8.7,23.4,60.7,11,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,1.9,3.2,4.2,"21201"
46,8.7,24.5,63,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
46,8.7,26.6,60.7,11,4.2,9.7,3,2.8,8.7,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
46,11.7,36.2,80.2,13.9,5.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
47,7.3,21.3,55,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21198"
47,7.3,22.4,55,10,4.2,9.7,3,2.8,8,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
47,7.3,22.4,55,10,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,3.2,3.5,"21210"
47,7.3,22.4,61.8,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
47,7.3,23.4,56.1,10,4.2,9.7,3,3.3,8.7,11.3,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
47,7.3,23.4,57.3,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
47,8.7,22.4,56.1,10,4.2,9.7,3,2.8,9.1,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
47,8.7,23.4,57.3,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
47,8.7,23.4,60.7,11,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21201"
47,8.7,24.5,63,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
47,8.7,26.6,58.4,11,4.2,10.9,3,3.3,8.7,12.1,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
47,11.7,36.2,80.2,13.9,5.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
48,7.3,21.3,55,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21198"
48,7.3,22.4,53.8,10,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,3.2,3.5,"21210"
48,7.3,22.4,55,10,4.2,9.7,3,2.8,8,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
48,7.3,22.4,60.7,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
48,7.3,23.4,56.1,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
48,7.3,23.4,57.3,11,4.2,9.7,3,3.3,8.7,11.7,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
48,8.7,22.4,57.3,10,4.2,9.7,3,2.8,9.1,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
48,8.7,23.4,57.3,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
48,8.7,23.4,60.7,11,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21201"
48,8.7,24.5,63,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
48,8.7,25.6,58.4,11,4.2,9.7,3.5,3.3,9.1,12.5,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
48,11.7,36.2,80.2,13.9,6.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
49,7.3,21.3,55,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21198"
49,7.3,22.4,53.8,10,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,3.2,3.5,"21210"
49,7.3,22.4,55,10,4.2,9.7,3,2.8,8,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
49,7.3,22.4,60.7,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
49,7.3,23.4,56.1,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
49,7.3,23.4,57.3,11,4.2,9.7,3,3.3,8.7,11.7,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
49,8.7,22.4,57.3,10,4.2,9.7,3,2.8,9.1,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
49,8.7,23.4,57.3,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
49,8.7,23.4,60.7,11,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21201"
49,8.7,24.5,63,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
49,8.7,25.6,58.4,11,4.2,10.9,3.5,3.3,9.1,12.5,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
49,11.7,36.2,80.2,13.9,5.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
50,7.3,22.4,52.7,10,4.2,9.7,3,2.8,8.7,11.3,5.3,2.7,1,1.9,3.6,2.8,3.2,3.5,"21210"
50,7.3,22.4,55,10,4.2,9.7,3,2.8,8,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21198"
50,7.3,22.4,55,10,4.2,9.7,3,2.8,8,11.3,4.7,2.7,1,1.9,4.5,1.9,3.2,3.5,"21202"
50,7.3,22.4,59.6,11,4.2,9.7,2.5,2.8,8,10.9,4.7,2.7,1,1.9,3.6,1.9,3.2,3.5,"21227"
50,7.3,23.4,55,10,4.2,9.7,2.5,2.8,8.4,10.9,5.3,2.7,1,1.9,4.5,2.8,3.2,4.2,"21200"
50,7.3,23.4,58.4,11,4.2,9.7,3,3.3,8.7,11.7,4.7,2.7,1,1.9,3.6,2.8,3.2,3.5,"sadio"
50,8.7,22.4,57.3,10,4.2,9.7,3,2.8,9.1,10.5,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21197"
50,8.7,23.4,57.3,10,4.2,9.7,3,2.8,9.1,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21199"
50,8.7,23.4,60.7,11,4.2,9.7,3,2.8,8.4,10.9,4.7,2.7,1,1.9,4.5,2.8,4,4.2,"21201"
50,8.7,24.5,63,11,4.2,9.7,3,2.8,8.4,11.3,5.3,2.7,1,1.9,4.5,2.8,4,4.2,"21196"
50,8.7,25.6,58.4,11,4.2,10.9,3.5,3.3,9.1,12.5,5.3,2.7,1,1.9,4.5,2.8,4,4.9,"21195"
50,11.7,36.2,80.2,13.9,5.2,12.1,5,4.7,13.1,16.5,6.4,3.7,1.9,2.9,7.2,4.7,6.4,6.3,"giberela"
