"id","R","S","T","U","V","W","G","H","I","J","K","L","A","B","C","D","E","F","don","label"
26,13.1,36.2,84.7,15.9,6.2,14.5,4.5,4.2,13.1,16.5,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
26,13.1,37.3,84.7,15.9,6.2,15.7,4.5,4.7,13.5,17.3,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
26,13.1,39.4,85.9,15.9,6.2,15.7,5,4.7,13.5,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,1508,"21198"
26,14.6,38.4,88.2,15.9,6.2,15.7,5,4.7,13.5,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,483,"21196"
26,14.6,39.4,83.6,15.9,6.2,15.7,5,5.1,15.9,18.1,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
26,14.6,39.4,103.1,17.9,7.3,16.9,4.5,4.7,14.7,18.5,8.8,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21202"
26,14.6,40.5,85.9,15.9,7.3,15.7,4.5,4.7,14.7,18.1,8.2,4.6,1.9,2.9,8.1,5.6,6.4,7,1788,"21195"
26,14.6,40.5,91.6,16.9,7.3,15.7,5,4.7,13.5,18.1,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7,2113,"21197"
26,14.6,40.5,93.9,16.9,7.3,15.7,5,5.1,15.1,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,0,"sadio"
26,14.6,40.5,95.1,16.9,7.3,16.9,4.5,4.7,14.3,18.5,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
26,14.6,40.5,96.2,16.9,7.3,16.9,5.5,5.1,15.5,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
27,13.1,36.2,81.3,14.9,6.2,14.5,4.5,4.2,12.7,16.5,8.2,4.6,1.9,2.9,7.2,4.7,5.6,6.3,307,"21227"
27,13.1,39.4,85.9,15.9,6.2,15.7,5,4.7,13.5,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,1508,"21198"
27,14.6,38.4,88.2,15.9,6.2,15.7,5,4.7,13.5,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,483,"21196"
27,14.6,38.4,95.1,16.9,7.3,15.7,4.5,4.2,12.7,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,799,"21210"
27,14.6,39.4,84.7,15.9,6.2,15.7,5,5.1,15.9,18.1,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
27,14.6,39.4,103.1,17.9,7.3,16.9,4.5,4.7,14.7,18.5,8.8,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21202"
27,14.6,40.5,89.3,15.9,7.3,15.7,5,4.7,14.3,17.3,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7,1788,"21195"
27,14.6,40.5,93.9,16.9,7.3,15.7,5,5.1,15.5,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,0,"sadio"
27,14.6,40.5,96.2,16.9,7.3,16.9,5.5,5.1,15.5,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
27,14.6,40.5,97.3,17.9,7.3,16.9,4.5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21201"
27,14.6,41.6,91.6,16.9,7.3,15.7,5,4.7,14.3,17.3,8.8,4.6,1.9,2.9,8.1,4.7,7.2,7,2113,"21197"
28,13.1,36.2,84.7,15.9,6.2,15.7,4.5,4.2,12.7,16.5,7.6,4.6,1.9,2.9,8.1,4.7,6.4,6.3,307,"21227"
28,14.6,38.4,95.1,16.9,7.3,15.7,4.5,4.2,12.7,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,799,"21210"
28,14.6,39.4,89.3,15.9,6.2,15.7,4.5,4.2,13.5,16.9,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,1508,"21198"
28,14.6,39.4,89.3,15.9,7.3,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,483,"21196"
28,14.6,39.4,90.5,15.9,7.3,15.7,4.5,4.7,14.3,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
28,14.6,39.4,103.1,17.9,7.3,16.9,4.5,4.7,14.7,18.5,8.8,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21202"
28,14.6,40.5,87,15.9,7.3,15.7,5,4.7,15.5,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,0,"sadio"
28,14.6,40.5,88.2,15.9,7.3,15.7,5,4.7,14.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,1788,"21195"
28,14.6,40.5,96.2,16.9,7.3,16.9,5.5,5.1,15.5,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
28,14.6,40.5,97.3,17.9,7.3,15.7,4.5,4.7,14.3,18.1,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
28,14.6,43.7,91.6,16.9,7.3,16.9,5.5,5.1,15.5,19.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
29,13.1,37.3,83.6,14.9,6.2,15.7,4.5,4.2,12.7,16.9,8.2,4.6,1.9,2.9,8.1,4.7,6.4,6.3,307,"21227"
29,14.6,38.4,95.1,16.9,7.3,15.7,4.5,4.2,12.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,799,"21210"
29,14.6,39.4,87,15.9,7.3,16.9,5,4.7,14.7,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
29,14.6,39.4,89.3,15.9,7.3,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,483,"21196"
29,14.6,39.4,90.5,15.9,7.3,15.7,5,5.1,14.7,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
29,14.6,39.4,103.1,17.9,7.3,16.9,4.5,4.7,14.7,18.5,8.8,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21202"
29,14.6,40.5,83.6,15.9,7.3,15.7,5,4.7,13.9,18.5,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,0,"sadio"
29,14.6,40.5,90.5,16.9,7.3,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,1788,"21195"
29,14.6,40.5,97.3,17.9,7.3,15.7,4.5,4.7,14.3,18.1,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21201"
29,14.6,41.6,81.3,15.9,7.3,15.7,5,5.1,14.3,17.3,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
29,14.6,43.7,93.9,16.9,7.3,16.9,6,5.1,15.5,19.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
30,13.1,37.3,84.7,15.9,6.2,15.7,4.5,4.7,13.9,16.5,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
30,13.1,38.4,84.7,15.9,7.3,15.7,5,4.7,13.1,18.1,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,799,"21210"
30,14.6,39.4,82.5,15.9,7.3,15.7,5,5.1,15.5,17.7,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,0,"sadio"
30,14.6,39.4,89.3,15.9,7.3,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,483,"21196"
30,14.6,39.4,97.3,17.9,7.3,16.9,5,4.7,14.7,18.9,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
30,14.6,40.5,87,15.9,7.3,16.9,5,4.7,13.9,18.5,8.8,4.6,1.9,2.9,8.1,5.6,7.2,7.7,2113,"21197"
30,14.6,40.5,90.5,16.9,7.3,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,1788,"21195"
30,14.6,40.5,91.6,15.9,7.3,15.7,4.5,4.7,14.7,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1943,"21200"
30,14.6,40.5,97.3,17.9,7.3,15.7,4.5,4.7,14.3,18.1,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
30,16,38.4,93.9,16.9,7.3,16.9,4.5,4.7,13.5,17.3,8.8,4.6,1.9,3.9,9,5.6,7.9,7.7,1508,"21198"
30,16,40.5,91.6,15.9,7.3,15.7,5,4.7,15.1,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
31,13.1,37.3,89.3,15.9,6.2,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
31,14.6,38.4,89.3,15.9,6.2,15.7,4.5,4.7,13.1,17.3,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
31,14.6,39.4,88.2,15.9,7.3,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,1788,"21195"
31,14.6,39.4,89.3,15.9,7.3,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,483,"21196"
31,14.6,39.4,98.5,17.9,7.3,15.7,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21202"
31,14.6,40.5,93.9,16.9,7.3,15.7,5,4.7,14.3,18.1,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,0,"21201"
31,14.6,41.6,85.9,15.9,7.3,15.7,5,4.7,14.3,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1943,"21200"
31,14.6,41.6,89.3,16.9,7.3,15.7,5,4.7,13.9,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
31,16,38.4,93.9,16.9,7.3,16.9,4.5,4.7,13.5,17.3,8.8,4.6,1.9,3.9,9,5.6,7.9,7.7,1508,"21198"
31,16,39.4,96.2,16.9,7.3,15.7,5,4.7,15.9,18.1,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7.7,0,"sadio"
31,16,41.6,91.6,16.9,7.3,15.7,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
32,13.1,37.3,85.9,15.9,7.3,14.5,4.5,4.2,12.7,16.5,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
32,13.1,37.3,89.3,15.9,6.2,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
32,14.6,38.4,98.5,17.9,7.3,15.7,4.5,4.7,14.3,17.7,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
32,14.6,39.4,85.9,15.9,6.2,15.7,5,4.7,14.7,18.1,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7,0,"sadio"
32,14.6,39.4,89.3,15.9,7.3,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,483,"21196"
32,14.6,39.4,91.6,16.9,7.3,15.7,4.5,4.2,13.5,16.9,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
32,14.6,40.5,87,16.9,7.3,15.7,5,5.1,14.7,17.7,8.8,4.6,1.9,3.9,8.1,4.7,7.2,7,1788,"21195"
32,14.6,40.5,90.5,15.9,7.3,16.9,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
32,14.6,41.6,93.9,16.9,7.3,15.7,5,5.1,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
32,16,38.4,90.5,16.9,7.3,15.7,4.5,4.7,13.1,16.9,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
32,16,41.6,91.6,15.9,7.3,15.7,5,4.7,14.7,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
33,13.1,37.3,89.3,15.9,6.2,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
33,13.1,38.4,76.7,14.9,6.2,15.7,5,5.1,13.1,16.9,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,1508,"21198"
33,14.6,38.4,85.9,15.9,6.2,15.7,4.5,4.7,13.5,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
33,14.6,38.4,98.5,16.9,7.3,15.7,4.5,4.7,14.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
33,14.6,39.4,84.7,15.9,7.3,15.7,5,5.1,15.1,16.5,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7,0,"sadio"
33,14.6,39.4,89.3,15.9,7.3,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,483,"21196"
33,14.6,40.5,89.3,15.9,7.3,15.7,5,4.7,14.3,18.1,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1788,"21195"
33,14.6,40.5,90.5,15.9,7.3,16.9,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
33,14.6,40.5,96.2,17.9,7.3,15.7,4.5,4.7,14.3,17.3,8.8,4.6,1.9,3.9,8.1,5.6,6.4,7,0,"21201"
33,14.6,41.6,93.9,16.9,7.3,15.7,5,5.1,15.5,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
33,16,41.6,91.6,16.9,7.3,15.7,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
34,13.1,37.3,89.3,15.9,6.2,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
34,13.1,39.4,83.6,15.9,6.2,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7,483,"21196"
34,14.6,36.2,80.2,15.9,7.3,15.7,5,4.7,12.7,16.9,8.2,4.6,1.9,2.9,9,4.7,7.2,7,1508,"21198"
34,14.6,38.4,98.5,16.9,7.3,15.7,4.5,4.7,14.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
34,14.6,39.4,85.9,15.9,7.3,15.7,4.5,4.7,13.5,18.1,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
34,14.6,39.4,88.2,15.9,7.3,15.7,5,4.7,13.9,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,1788,"21195"
34,14.6,40.5,90.5,15.9,7.3,16.9,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
34,14.6,40.5,95.1,16.9,7.3,15.7,5,4.7,13.9,18.1,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,0,"sadio"
34,14.6,40.5,98.5,17.9,7.3,16.9,5,4.7,14.7,18.9,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
34,14.6,41.6,93.9,16.9,7.3,15.7,5,5.1,15.5,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
34,16,40.5,92.8,16.9,7.3,15.7,4.5,4.7,13.5,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
35,13.1,37.3,89.3,15.9,6.2,15.7,5,4.7,13.9,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
35,13.1,39.4,82.5,15.9,6.2,15.7,5,4.7,13.9,17.3,8.2,4.6,1.9,2.9,8.1,4.7,7.2,7,483,"21196"
35,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
35,14.6,38.4,98.5,16.9,7.3,15.7,4.5,4.7,14.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
35,14.6,39.4,82.5,15.9,6.2,15.7,5,4.7,15.5,17.7,8.2,4.6,1.9,2.9,8.1,5.6,6.4,7,1788,"21195"
35,14.6,39.4,85.9,15.9,7.3,15.7,4.5,4.7,13.5,18.1,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,799,"21210"
35,14.6,40.5,90.5,15.9,7.3,16.9,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
35,14.6,40.5,95.1,16.9,7.3,15.7,5,4.7,13.9,18.1,8.2,4.6,1.9,3.9,9,4.7,7.2,7.7,0,"sadio"
35,14.6,41.6,93.9,16.9,7.3,15.7,5,5.1,15.1,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2113,"21197"
35,14.6,41.6,97.3,17.9,7.3,16.9,5,5.1,15.1,18.9,8.8,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21201"
35,16,40.5,93.9,16.9,7.3,15.7,4.5,4.7,13.5,16.5,8.2,4.6,1.9,3.9,8.1,5.6,7.2,7.7,2009,"21199"
36,13.1,37.3,81.3,15.9,6.2,14.5,4.5,4.7,13.9,16.5,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
36,13.1,39.4,88.2,15.9,7.3,15.7,4.5,4.7,13.1,17.7,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
36,14.6,38.4,82.5,15.9,6.2,15.7,5,4.7,13.5,17.3,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,483,"21196"
36,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
36,14.6,38.4,99.6,17.9,7.3,15.7,4.5,4.7,14.7,17.7,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
36,14.6,39.4,84.7,15.9,7.3,15.7,5,4.7,13.1,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"sadio"
36,14.6,39.4,88.2,15.9,7.3,15.7,5,4.7,15.5,17.7,8.8,4.6,1.9,3.9,8.1,5.6,6.4,7,1788,"21195"
36,14.6,39.4,90.5,16.9,7.3,15.7,5,5.1,14.7,17.3,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
36,14.6,39.4,91.6,16.9,7.3,16.9,4.5,4.7,13.9,18.9,8.2,4.6,1.9,2.9,7.2,4.7,6.4,7,0,"21201"
36,14.6,40.5,90.5,15.9,7.3,16.9,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
36,16,40.5,85.9,16.9,7.3,15.7,5,5.1,15.9,16.5,8.8,4.6,1.9,3.9,8.1,5.6,7.9,7.7,2009,"21199"
37,13.1,37.3,87,15.9,7.3,15.7,4.5,4.7,12.7,17.3,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,799,"21210"
37,13.1,38.4,87,15.9,6.2,15.7,4.5,4.7,13.5,16.5,8.2,4.6,1.9,2.9,7.2,4.7,6.4,6.3,307,"21227"
37,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
37,14.6,38.4,89.3,15.9,7.3,15.7,4.5,4.7,13.9,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,0,"21201"
37,14.6,38.4,97.3,16.9,7.3,15.7,4.5,4.7,14.7,18.1,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,0,"21202"
37,14.6,39.4,85.9,15.9,6.2,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,483,"21196"
37,14.6,39.4,88.2,15.9,7.3,15.7,5,4.7,15.5,17.7,8.8,4.6,1.9,3.9,8.1,5.6,6.4,7,1788,"21195"
37,14.6,40.5,87,15.9,7.3,16.9,4.5,4.7,14.3,17.7,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7.7,1943,"21200"
37,14.6,40.5,87,16.9,7.3,16.9,5,5.1,15.9,18.5,8.8,4.6,1.9,3.9,8.1,5.6,7.9,7.7,2009,"21199"
37,14.6,40.5,92.8,16.9,7.3,15.7,5,4.7,14.7,18.1,8.8,4.6,1.9,3.9,8.1,5.6,7.2,7,2113,"21197"
37,16,38.4,87,15.9,7.3,15.7,5,5.1,15.5,18.1,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,0,"sadio"
38,13.1,37.3,92.8,15.9,6.2,15.7,4.5,4.2,13.5,16.5,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,307,"21227"
38,14.6,37.3,87,15.9,6.2,15.7,4.5,4.2,13.1,17.3,8.2,4.6,1.9,2.9,8.1,4.7,6.4,7,799,"21210"
38,14.6,38.4,82.5,15.9,7.3,15.7,5,4.7,13.1,17.3,8.2,4.6,1.9,3.9,8.1,4.7,7.2,7.7,1508,"21198"
38,14.6,39.4,85.9,15.9,6.2,15.7,5,4.7,14.3,17.7,8.2,4.6,1.9,3.9,8.1,4.7,6.4,7,483,"21196"
38,14.6,39.4,88.2,15.9,7.3,15.7,5,4.7,15.5,18.1,8.8,4.6,1.9,3.9,8.1,5.6,6.4,7,1788,"21195"
